Name,Origin
Cerastium pumilum,Alien
Cerastium semidecandrum,Alien
Cerastium strictum,Native
Cerastium tomentosum,Alien
Cerastium velutinum,Native
Cerastium velutinum var. velutinum,Native
Cerastium velutinum var. villosissimum,Native
Ceratiola,Native
Ceratiola ericoides,Native
Ceratocephala,Alien
Ceratocephala testiculata,Alien
Ceratophyllaceae,Native
Ceratophyllum,Native
Ceratophyllum australe,Native
Ceratophyllum demersum,Native
Ceratophyllum echinatum,Native
Ceratopteris,mixed
Ceratopteris pteridoides,Native
Ceratopteris richardii,Alien
Ceratopteris species 1 [New World],Uncertain
Ceratotheca,Alien
Ceratotheca triloba,Alien
Cercidiphyllaceae,Alien
Cercidiphyllum,Alien
Cercidiphyllum japonicum,Alien
Cercis,mixed
Cercis canadensis,Native
Cercis chinensis,Alien
Cercis texensis,Native
Cereus,Alien
Cereus hexagonus,Alien
Cervantesiaceae,Native
Cestrum,Alien
Cestrum diurnum,Alien
Cestrum nocturnum,Alien
Cestrum parqui,Alien
Cevallia,Native
Cevallia sinuata,Native
Chaenomeles,Alien
Chaenomeles japonica,Alien
Chaenomeles speciosa,Alien
Chaenorhinum,Alien
Chaenorhinum minus,Alien
Chaenorhinum minus ssp. minus,Alien
Chaerophyllum,mixed
Chaerophyllum bulbosum,Alien
Chaerophyllum procumbens,Native
Chaerophyllum procumbens var. procumbens,Native
Chaerophyllum procumbens var. shortii,Native
Chaerophyllum tainturieri,Native
Chaerophyllum temulem,Alien
Chaetopappa,Native
Chaetopappa asteroides,Native
Chaetopappa bellidifolia,Native
Chaetopappa bellioides,Native
Chaetopappa imberbis,Native
Chaetopappa modesta,Native
Chaiturus,Alien
Chaiturus marrubiastrum,Alien
Chamaecrista,mixed
Chamaecrista [fasciculata + horizontalis],Native
Chamaecrista [fasciculata + nictitans],Native
Chamaecrista [fasciculata var. brachiata + fasciculata var. fasciculata + nictitans var. aspera + nictitans var. nictitans],Native
Chamaecrista [fasciculata var. fasciculata + nictitans var. aspera + nictitans var. nictitans],Native
Chamaecrista [fasciculata var. fasciculata + nictitans var. nictitans],Native
Chamaecrista calycioides,Native
Chamaecrista chamaecristoides,Native
Chamaecrista chamaecristoides var. cruziana,Native
Chamaecrista deeringiana,Native
Chamaecrista fasciculata,Native
Chamaecrista fasciculata var. 1,Native
Chamaecrista fasciculata var. brachiata,Native
Chamaecrista fasciculata var. fasciculata,Native
Chamaecrista fasciculata var. macrosperma,Native
Chamaecrista flexuosa,Native
Chamaecrista flexuosa var. texana,Native
Chamaecrista greggii,Native
Chamaecrista greggii var. greggii,Native
Chamaecrista horizontalis,Native
Chamaecrista keyensis,Native
Chamaecrista nictitans,Native
Chamaecrista nictitans var. aspera,Native
Chamaecrista nictitans var. nictitans,Native
Chamaecrista pilosa,Alien
Chamaecrista pilosa var. pilosa,Alien
Chamaecrista rotundifolia,Alien
Chamaecrista serpens,Alien
Chamaecrista serpens var. serpens,Alien
Chamaecyparis,Native
Chamaecyparis thyoides,Native
Chamaecyparis thyoides var. henryae,Native
Chamaecyparis thyoides var. thyoides,Native
Chamaedaphne,Native
Chamaedaphne calyculata,Native
Chamaedorea,Alien
Chamaedorea seifrizii,Alien
Chamaelirium,Native
Chamaelirium luteum,Native
Chamaemelum,Alien
Chamaemelum nobile,Alien
Chamaenerion,Native
Chamaenerion angustifolium,Native
Chamaenerion angustifolium ssp. circumvagum,Native
Chamaepericlymenum,Native
Chamaepericlymenum canadense,Native
Chamaesaracha,Native
Chamaesaracha coronopus,Native
Chamaesaracha darcyi,Native
Chamaesaracha edwardsiana,Native
Chamaesaracha sordida,Native
Chapmannia,Native
Chapmannia floridana,Native
Chaptalia,Native
Chaptalia albicans,Native
Chaptalia carduacea,Native
Chaptalia texana,Native
Chaptalia tomentosa,Native
Chasmanthium,Native
Chasmanthium [latifolium + laxum],Native
Chasmanthium latifolium,Native
Chasmanthium laxum,Native
Chasmanthium nitidum,Native
Chasmanthium ornithorhynchum,Native
Chasmanthium sessiliflorum,Native
Chasmanthium sessiliflorum var. 1,Native
Chasmanthium sessiliflorum var. sessiliflorum,Native
Cheilanthes,Alien
Cheilanthes viridis,Alien
Cheilanthes viridis var. macrophylla,Alien
Cheilanthes viridis var. viridis,Alien
Cheiroglossa,Native
Cheiroglossa palmata,Native
Chelidonium,Alien
Chelidonium majus,Alien
Chelone,Native
Chelone [glabra + obliqua var. erwiniae + obliqua var. obliqua],Native
Chelone [glabra + obliqua var. obliqua],Native
Chelone [glabra + obliqua],Native
Chelone cuthbertii,Native
Chelone glabra,Native
Chelone lyonii,Native
Chelone obliqua,Native
Chelone obliqua var. erwiniae,Native
Chelone obliqua var. obliqua,Native
Chelone obliqua var. speciosa,Native
Chenopodiaceae,mixed
Chenopodiastrum,mixed
Chenopodiastrum murale,Alien
Chenopodiastrum simplex,Native
Chenopodium,mixed
Chenopodium [album + berlandieri],Native
Chenopodium [album var. album + album var. missouriense + berlandieri var. boscianum + berlandieri var. bushianum + berlandieri var. macrocalycium],Native
Chenopodium album,Native
Chenopodium album var. album,Native
Chenopodium album var. microphyllum,Native
Chenopodium album var. missouriense,Native
Chenopodium atrovirens,Alien
Chenopodium berlandieri,Native
Chenopodium berlandieri var. berlandieri,Native
Chenopodium berlandieri var. boscianum,Native
Chenopodium berlandieri var. bushianum,Native
Chenopodium berlandieri var. macrocalycium,Native
Chenopodium berlandieri var. sinuatum,Native
Chenopodium berlandieri var. zschackei,Native
Chenopodium desiccatum,Native
Chenopodium ficifolium,Alien
Chenopodium foggii,Native
Chenopodium fremontii,Native
Chenopodium incanum,Native
Chenopodium incanum var. incanum,Native
Chenopodium leptophyllum,Native
Chenopodium opulifolium,Alien
Chenopodium pallescens,Native
Chenopodium pratericola,Native
Chenopodium standleyanum,Native
Chenopodium strictum,Native
Chenopodium vulvaria,Alien
Chevreulia,Alien
Chevreulia acuminata,Alien
Chevreulia sarmentosa,Alien
Chilopsis,Native
Chilopsis linearis,Native
Chilopsis linearis var. linearis,Native
Chilopsis linearis var. tomenticaulis,Native
Chimaphila,Native
Chimaphila maculata,Native
Chimaphila umbellata,Native
Chimaphila umbellata var. cisatlantica,Native
Chimonanthus,Alien
Chimonanthus praecox,Alien
Chiococca,Native
Chiococca alba,Native
Chiococca parvifolia,Native
Chiococca pinetorum,Native
Chionanthus,Native
Chionanthus pygmaeus,Native
Chionanthus virginicus,Native
Chionodoxa,Alien
Chionodoxa luciliae,Alien
Chionographidaceae,Native
Chloracantha,Native
Chloracantha spinosa,Native
Chloris,mixed
Chloris andropogonoides,Native
Chloris barbata,Native
Chloris cucullata,Native
Chloris divaricata,Alien
Chloris gayana,Alien
Chloris pectinata,Alien
Chloris pilosa,Alien
Chloris radiata,Alien
Chloris subdolichostachya,Alien
Chloris texensis,Native
Chloris truncata,Alien
Chloris ventricosa,Alien
Chloris verticillata,Native
Chloris virgata,Alien
Chlorophytum,Alien
Chlorophytum comosum,Alien
Chondrilla,Alien
Chondrilla juncea,Alien
Chorispora,Alien
Chorispora tenella,Alien
Christella,mixed
Christella dentata,Alien
Christella hispidula,Native
Chromolaena,Native
Chromolaena frustrata,Native
Chromolaena ivifolia,Native
Chromolaena odorata,Native
Chrozophora,Alien
Chrozophora tinctoria,Alien
Chrysanthemum,Alien
Chrysanthemum indicum,Alien
Chrysobalanaceae,Native
Chrysobalanus,Native
Chrysobalanus icaco,Native
Chrysogonum,Native
Chrysogonum [repens + virginianum],Native
Chrysogonum australe,Native
Chrysogonum repens,Native
Chrysogonum species 1,Native
Chrysogonum virginianum,Native
Chrysoma,Native
Chrysoma pauciflosculosa,Native
Chrysophyllum,mixed
Chrysophyllum cainito,Alien
Chrysophyllum oliviforme,Native
Chrysophyllum oliviforme ssp. oliviforme,Native
Chrysopogon,mixed
Chrysopogon aciculatus,Alien
Chrysopogon fulvus,Alien
Chrysopogon pauciflorus,Native
Chrysopogon zizanioides,Alien
Chrysopsis,Native
Chrysopsis [cruiseana + gossypina + hyssopifolia],Native
Chrysopsis [gossypina + hyssopifolia + trichophylla],Native
Chrysopsis [gossypina + trichophylla],Native
Chrysopsis cruiseana,Native
Chrysopsis delaneyi,Native
Chrysopsis floridana,Native
Chrysopsis godfreyi,Native
Chrysopsis gossypina,Native
Chrysopsis highlandsensis,Native
Chrysopsis hyssopifolia,Native
Chrysopsis lanuginosa,Native
Chrysopsis latisquamea,Native
Chrysopsis linearifolia,Native
Chrysopsis mariana,Native
Chrysopsis scabrella,Native
Chrysopsis species 1,Native
Chrysopsis subulata,Native
Chrysopsis trichophylla,Native
Chrysosplenium,Native
Chrysosplenium americanum,Native
Chthamalia,Native
Chthamalia parviflora,Native
Chthamalia pubiflora,Native
Chthamalia species 1 [=cynanchoides],Native
Chthamalia species 2 [=brevicoronata],Native
Cicca,Alien
Cicca acida,Alien
Cicer,Alien
Cicer arietinum,Alien
Cicerbita,Alien
Cicerbita muralis,Alien
Cichorium,Alien
Cichorium endivia,Alien
Cichorium intybus,Alien
Cicuta,Native
Cicuta bulbifera,Native
Cicuta maculata,Native
Cicuta maculata var. maculata,Native
Cicuta mexicana,Native
Cicuta occidentalis,Uncertain
Cienfuegosia,Native
Cienfuegosia drummondii,Native
Cienfuegosia yucatanensis,Native
Cinna,Native
Cinna arundinacea,Native
Cinna latifolia,Native
Cinnamomum,Alien
Cinnamomum burmannii,Alien
Cinnamomum iners,Alien
Circaea,Native
Circaea [×sterilis + alpina ssp. alpina + canadensis],Native
Circaea [×sterilis + canadensis],Native
Circaea ×sterilis,Native
Circaea alpina,Native
Circaea alpina ssp. alpina,Native
Circaea canadensis,Native
Cirsium,mixed
Cirsium altissimum,Native
Cirsium arvense,Alien
Cirsium carolinianum,Native
Cirsium discolor,Native
Cirsium engelmannii,Native
Cirsium hillii,Native
Cirsium horridulum,Native
Cirsium horridulum var. horridulum,Native
Cirsium horridulum var. megacanthum,Native
Cirsium horridulum var. vittatum,Native
Cirsium lecontei,Native
Cirsium muticum,Native
Cirsium nuttallii,Native
Cirsium ochrocentrum,Native
Cirsium pumilum,Native
Cirsium repandum,Native
Cirsium texanum,Native
Cirsium undulatum,Native
Cirsium virginianum,Native
Cirsium vulgare,Alien
Cissampelos,Native
Cissampelos pareira,Native
Cissus,Native
Cissus trifoliata,Native
Cissus verticillata,Native
Cissus verticillata ssp. verticillata,Native
Cistaceae,Native
Citharexylum,Native
Citharexylum berlandieri,Native
Citharexylum spathulatum,Native
Citharexylum spinosum,Native
Citrullus,Alien
Citrullus amarus,Alien
Citrullus colocynthis,Alien
Citrullus lanatus,Alien
Citrus,Alien
Citrus ×aurantiifolia,Alien
Citrus ×aurantium,Alien
Citrus ×jambhiri,Alien
Citrus ×limon,Alien
Citrus ×microcarpa,Alien
Citrus ×paradisi,Alien
Citrus ×sinensis,Alien
Citrus japonica,Alien
Citrus limon,Alien
Citrus limonia,Alien
Citrus medica,Alien
Citrus reticulata,Alien
Citrus trifoliata,Alien
Cladanthus,Alien
Cladanthus mixtus,Alien
Cladium,Native
Cladium californicum,Native
Cladium jamaicense,Native
Cladium mariscoides,Native
Cladrastis,Native
Cladrastis kentukea,Native
Clappia,Native
Clappia suaedifolia,Native
Claytonia,mixed
Claytonia arkansana,Native
Claytonia caroliniana,Native
Claytonia perfoliata,Alien
Claytonia perfoliata ssp. perfoliata,Alien
Claytonia rubra,Alien
Claytonia rubra ssp. rubra,Alien
Claytonia virginica,Native
Claytonia virginica var. hammondiae,Native
Claytonia virginica var. virginica,Native
Claytosmunda,Native
Claytosmunda claytoniana,Native
Cleistesiopsis,Native
Cleistesiopsis [divaricata + oricamporum],Native
Cleistesiopsis bifaria,Native
Cleistesiopsis divaricata,Native
Cleistesiopsis oricamporum,Native
Clematis,mixed
Clematis [crispa + viorna],Native
Clematis addisonii,Native
Clematis albicoma,Native
Clematis baldwinii,Native
Clematis carrizoensis,Native
Clematis catesbyana,Native
Clematis coactilis,Native
Clematis crispa,Native
Clematis drummondii,Native
Clematis fremontii,Native
Clematis glaucophylla,Native
Clematis ligusticifolia,Native
Clematis morefieldii,Native
Clematis occidentalis,Native
Clematis occidentalis var. occidentalis,Native
Clematis ochroleuca,Native
Clematis pitcheri,Native
Clematis pitcheri var. pitcheri,Native
Clematis reticulata,Native
Clematis socialis,Native
Clematis species 1,Native
Clematis species 10,Native
Clematis species 11,Native
Clematis species 2,Native
Clematis species 3,Native
Clematis species 4,Native
Clematis species 5,Native
Clematis species 6,Native
Clematis species 7,Native
Clematis species 8,Native
Clematis species 9,Native
Clematis terniflora,Alien
Clematis texensis,Native
Clematis versicolor,Native
Clematis vinacea,Native
Clematis viorna,Native
Clematis virginiana,Native
Clematis vitalba,Alien
Clematis viticaulis,Native
Clematis viticella,Alien
Cleomaceae,mixed
Cleome,Alien
Cleome monophylla,Alien
Cleome ornithopodioides,Alien
Cleome rutidosperma,Alien
Cleomella,Native
Cleomella angustifolia,Native
Cleoserrata,Alien
Cleoserrata serrata,Alien
Cleoserrata speciosa,Alien
Clerodendrum,Alien
Clerodendrum bungei,Alien
Clerodendrum chinense,Alien
Clerodendrum indicum,Alien
Clerodendrum japonicum,Alien
Clerodendrum paniculatum,Alien
Clerodendrum quadriloculare,Alien
Clerodendrum speciosissimum,Alien
Clerodendrum trichotomum,Alien
Clerodendrum trichotomum var. ferrugineum,Alien
Clerodendrum umbellatum,Alien
Clethra,Native
Clethra acuminata,Native
Clethra alnifolia,Native
Clethra tomentosa,Native
Clethraceae,Native
Cliftonia,Native
Cliftonia monophylla,Native
Clinopodium,mixed
Clinopodium acinos,Alien
Clinopodium arkansanum,Native
Clinopodium ascendens,Alien
Clinopodium ashei,Native
Clinopodium brownei,Native
Clinopodium calamintha,Alien
Clinopodium coccineum,Native
Clinopodium dentatum,Native
Clinopodium georgianum,Native
Clinopodium glabellum,Native
Clinopodium gracile,Alien
Clinopodium macrocalyx,Native
Clinopodium species 1,Native
Clinopodium talladeganum,Native
Clinopodium vulgare,Native
Clintonia,Native
Clintonia [borealis + umbellulata],Native
Clintonia borealis,Native
Clintonia umbellulata,Native
Clitoria,mixed
Clitoria fragrans,Native
Clitoria mariana,Native
Clitoria mariana var. mariana,Native
Clitoria mariana var. pubescentia,Native
Clitoria ternatea,Alien
Clitoria ternatea var. ternatea,Alien
Clusia,Native
Clusia rosea,Native
Clusiaceae,Native
Cnidoscolus,Native
Cnidoscolus stimulosus,Native
Cnidoscolus texanus,Native
Coccinia,Alien
Coccinia grandis,Alien
Coccocypselum,Alien
Coccocypselum hirsutum,Alien
Coccoloba,Native
Coccoloba diversifolia,Native
Coccoloba uvifera,Native
Coccothrinax,Native
Coccothrinax argentata,Native
Coccothrinax argentata ssp. argentata,Native
Coccothrinax argentata ssp. garberi,Native
Cochliasanthus,Alien
Cochliasanthus caracalla,Alien
Cochlospermaceae,Native
Cocos,Alien
Cocos nucifera,Alien
Codiaeum,Alien
Codiaeum variegatum,Alien
Coincya,Alien
Coincya monensis,Alien
Coincya monensis ssp. recurvata,Alien
Coix,Alien
Coix lacryma-jobi,Alien
Colchicaceae,mixed
Colchicum,Alien
Colchicum autumnale,Alien
Coleataenia,Native
Coleataenia [longifolia + pulchra + rigidula],Native
Coleataenia [pulchra + rigidula ssp. rigidula],Native
Coleataenia [pulchra + rigidula],Native
Coleataenia abscissa,Native
Coleataenia anceps,Native
Coleataenia anceps ssp. anceps,Native
Coleataenia anceps ssp. rhizomata,Native
Coleataenia longifolia,Native
Coleataenia longifolia ssp. combsii,Native
Coleataenia longifolia ssp. longifolia,Native
Coleataenia pulchra,Native
Coleataenia rigidula,Native
Coleataenia rigidula ssp. condensa,Native
Coleataenia rigidula ssp. rigidula,Native
Coleataenia tenera,Native
Collinsia,mixed
Collinsia parviflora,Alien
Collinsia verna,Native
Collinsia violacea,Native
Collinsonia,Native
Collinsonia anisata,Native
Collinsonia canadensis,Native
Collinsonia punctata,Native
Collinsonia tuberosa,Native
Collinsonia verticillata,Native
Collomia,Alien
Collomia linearis,Alien
Colocasia,Alien
Colocasia esculenta,Alien
Colubrina,mixed
Colubrina arborescens,Native
Colubrina asiatica,Alien
Colubrina cubensis,Native
Colubrina cubensis var. floridana,Native
Colubrina elliptica,Native
Colubrina greggii,Native
Colubrina texensis,Native
Colutea,Alien
Colutea arborescens,Alien
Comandra,Native
Comandra umbellata,Native
Comandra umbellata var. pallida,Native
Comandra umbellata var. umbellata,Native
Comandraceae,Native
Comarum,Native
Comarum palustre,Native
Combretaceae,mixed
Combretum,Alien
Combretum indicum,Alien
Commelina,mixed
Commelina benghalensis,Alien
Commelina caroliniana,Alien
Commelina communis,Alien
Commelina diffusa,Native
Commelina erecta,Native
Commelina erecta var. angustifolia,Native
Commelina erecta var. deamiana,Native
Commelina erecta var. erecta,Native
Commelina forskaolii,Alien
Commelina gambiae,Alien
Commelina gigas,Alien
Commelina virginica,Native
Commelinaceae,mixed
Commicarpus,Native
Commicarpus scandens,Native
Comptonia,Native
Comptonia peregrina,Native
Condalia,Native
Condalia hookeri,Native
Condalia spathulata,Native
Condalia viridis,Native
Condea,Alien
Condea floribunda,Alien
Condea verticillata,Alien
Conioselinum,Native
Conioselinum chinense,Native
Conium,Alien
Conium maculatum,Alien
Conocarpus,Native
Conocarpus erectus,Native
Conoclinium,Native
Conoclinium betonicifolium,Native
Conoclinium coelestinum,Native
Conoclinium dichotomum,Native
Conopholis,Native
Conopholis americana,Native
Conradina,Native
Conradina brevifolia,Native
Conradina canescens,Native
Conradina cygniflora,Native
Conradina etonia,Native
Conradina glabra,Native
Conradina grandiflora,Native
Conradina verticillata,Native
Conringia,Alien
Conringia orientalis,Alien
Consolea,Native
Consolea corallicola,Native
Convallaria,mixed
Convallaria majalis,Alien
Convallaria pseudomajalis,Native
Convolvulaceae,mixed
Convolvulus,mixed
Convolvulus [americanus + limnophilus],Native
Convolvulus [americanus + species 2 [=alleghaniensis]],Native
Convolvulus [americanus + species 2 [=appalachianus] + species 4 [=angulatus]],Native
Convolvulus [fraterniflorus + limnophilus],Native
Convolvulus americanus,Native
Convolvulus arvensis,Alien
Convolvulus carrii,Native
Convolvulus catesbyanus,Native
Convolvulus equitans,Native
Convolvulus fraterniflorus,Native
Convolvulus limnophilus,Native
Convolvulus macounii,Native
Convolvulus sepium,Alien
Convolvulus sericatus,Native
Convolvulus soldanella,Uncertain
Convolvulus species 1 [=pubescens],Alien
Convolvulus species 2,Native
Convolvulus species 2 [=appalachianus],Native
Convolvulus species 2 {alleghaniensis},Native
Convolvulus species 3 [=erratica],Native
Convolvulus species 4 [=angulatus],Native
Convolvulus spithamaeus,Native
Convolvulus stans,Native
Coptis,Native
Coptis trifolia,Native
Corallorhiza,Native
Corallorhiza bentleyi,Native
Corallorhiza maculata,Native
Corallorhiza maculata var. maculata,Native
Corallorhiza maculata var. occidentalis,Native
Corallorhiza odontorhiza,Native
Corallorhiza trifida,Native
Corallorhiza wisteriana,Native
Corchorus,mixed
Corchorus aestuans,Alien
Corchorus hirsutus,Alien
Corchorus hirtus,Alien
Corchorus siliquosus,Native
Cordia,mixed
Cordia boissieri,Native
Cordia dichotoma,Alien
Cordia sebestena,Native
Cordiaceae,mixed
Corema,Native
Corema conradii,Native
Coreopsis,mixed
Coreopsis aristulata,Native
Coreopsis auriculata,Native
Coreopsis bakeri,Native
Coreopsis basalis,Native
Coreopsis delphiniifolia,Native
Coreopsis falcata,Native
Coreopsis floridana,Native
Coreopsis gladiata,Native
Coreopsis grandiflora,Native
Coreopsis grandiflora var. grandiflora,Native
Coreopsis grandiflora var. harveyana,Native
Coreopsis grandiflora var. inclinata,Native
Coreopsis grandiflora var. longipes,Native
Coreopsis grandiflora var. saxicola,Native
Coreopsis integrifolia,Native
Coreopsis intermedia,Native
Coreopsis lanceolata,Native
Coreopsis latifolia,Native
Coreopsis leavenworthii,Native
Coreopsis linifolia,Native
Coreopsis major,Native
Coreopsis nudata,Native
Coreopsis nuecensis,Native
Coreopsis nuecensoides,Native
Coreopsis palmata,Native
Coreopsis palustris,Native
Coreopsis pubescens,Native
Coreopsis pubescens var. debilis,Native
Coreopsis pubescens var. pubescens,Native
Coreopsis pubescens var. robusta,Native
Coreopsis pulchra,Native
Coreopsis rosea,Native
Coreopsis tinctoria,mixed
Coreopsis tinctoria var. atkinsoniana,Alien
Coreopsis tinctoria var. similis,Native
Coreopsis tinctoria var. tinctoria,Native
Coreopsis tripteris,Native
Coreopsis verticillata,Native
Coreopsis wrightii,Native
Coriandrum,Alien
Coriandrum sativum,Alien
Corispermum,Native
Corispermum americanum,Native
Corispermum americanum var. americanum,Native
Corispermum pallasii,Native
Corispermum villosum,Native
Cornaceae,mixed
Cornus,Alien
Cornus mas,Alien
Cornutia,Alien
Cornutia grandifolia,Alien
Corrigiola,Alien
Corrigiola litoralis,Alien
Corrigiola litoralis ssp. litoralis,Alien
Cortaderia,Alien
Cortaderia jubata,Alien
Cortaderia selloana,Alien
Corydalis,mixed
Corydalis aurea,Native
Corydalis crystallina,Native
Corydalis curvisiliqua,Native
Corydalis curvisiliqua var. curvisiliqua,Native
Corydalis curvisiliqua var. grandibracteata,Native
Corydalis flavula,Native
Corydalis halei,Native
Corydalis incisa,Alien
Corydalis micrantha,Native
Corydalis montana,Native
Corydalis orthopoda,Alien
Corydalis species 1,Native
Corylus,Native
Corylus americana,Native
Corylus cornuta,Native
Corylus cornuta var. cornuta,Native
Corymbia,Alien
Corymbia torelliana,Alien
Corynandra,Alien
Corynandra viscosa,Alien
Corynandra viscosa ssp. viscosa,Alien
Corynephorus,Alien
Corynephorus canescens,Alien
Corynopuntia,Native
Corynopuntia schottii,Native
Coryphantha,Native
Coryphantha pottsiana,Native
Coryphantha sulcata,Native
Coryphopteris,Native
Coryphopteris simulata,Native
Cosmos,Alien
Cosmos bipinnatus,Alien
Cosmos caudatus,Alien
Cosmos parviflorus,Alien
Cosmos sulphureus,Alien
Costaceae,Alien
Costus,Alien
Costus pulverulentus,Alien
Cota,Alien
Cota tinctoria,Alien
Cotinus,mixed
Cotinus coggygria,Alien
Cotinus obovata,Native
Cotoneaster,Alien
Cotoneaster divaricatus,Alien
Cotula,Alien
Cotula australis,Alien
Cotula coronopifolia,Alien
Coursetia,Native
Coursetia axillaris,Native
Cranichis,Native
Cranichis muscosa,Native
Crassocephalum,Alien
Crassocephalum crepidioides,Alien
Crassula,Native
Crassula aquatica,Native
Crassula drummondii,Native
Crassula longipes,Native
Crassula solieri,Native
Crassulaceae,mixed
Crataegus,mixed
Crataegus [×flava + alabamensis + alleghaniensis + aprica + florens + lancei + lassa var. colonica + lassa var. integra + lassa var. lanata + lassa var. lassa + lassa var. recurva + munda + ravenelii + senta + teres + visenda],Native
Crataegus [×flava + aprica + florens + lancei + lassa var. colonica + lassa var. integra + lassa var. lanata + lassa var. lassa + lassa var. recurva + munda + ravenelii + senta + visenda],Native
Crataegus [aestivalis + crus-galli + viridis],Native
Crataegus [aestivalis + crus-galli var. crus-galli + crus-galli var. pyracanthifolia + viridis var. lanceolata + viridis var. viridis],Native
Crataegus [alabamensis + aprica + florens + lancei + lassa var. colonica + lassa var. integra + lassa var. lanata + lassa var. lassa + lassa var. recurva + munda + ravenelii + senta + teres + visenda],Native
Crataegus [alabamensis + aprica + florens + lassa var. colonica + lassa var. integra + lassa var. lanata + lassa var. lassa + lassa var. recurva + munda + ravenelii + senta + visenda],Native
Crataegus [alleghaniensis + aprica + lancei + senta],Native
Crataegus [alleghaniensis + aprica],Native
Crataegus [aprica + florens + lancei + lassa var. colonica + lassa var. lanata + lassa var. lassa + lassa var. recurva + munda + ravenelii + senta + visenda],Native
Crataegus [aprica + lancei + lassa var. lassa + munda + ravenelii + senta + visenda],Native
Crataegus [berberifolia + crus-galli],Native
Crataegus [berberifolia var. berberifolia + berberifolia var. engelmannii + crus-galli var. crus-galli + crus-galli var. pyracanthifolia],Native
Crataegus [berberifolia var. berberifolia + crus-galli var. crus-galli + crus-galli var. pyracanthifolia],Native
Crataegus [buckleyi + craytonii + intricata + pallens],Native
Crataegus [buckleyi + craytonii + intricata var. biltmoreana + intricata var. boyntonii + intricata var. fortunata + intricata var. intricata + intricata var. neobushii + intricata var. rubella + intricata var. straminea + pallens],Native
Crataegus [buckleyi + intricata var. biltmoreana + intricata var. boyntonii + intricata var. intricata + intricata var. neobushii + intricata var. rubella + intricata var. straminea],Native
Crataegus [buckleyi + intricata],Native
Crataegus [collina + punctata],Native
Crataegus [iracunda + pruinosa],Native
Crataegus [iracunda var. iracunda + iracunda var. populnea + pruinosa var. dissona + pruinosa var. gattingeri + pruinosa var. parvula + pruinosa var. pruinosa + pruinosa var. rugosa],Native
Crataegus [iracunda var. iracunda + iracunda var. populnea + pruinosa var. dissona + pruinosa var. gattingeri + pruinosa var. pruinosa + pruinosa var. rugosa],Native
Crataegus [iracunda var. iracunda + pruinosa var. gattingeri + pruinosa var. pruinosa],Native
Crataegus [iracunda var. iracunda + pruinosa var. gattingeri],Native
Crataegus [marshallii + viridis var. lanceolata + viridis var. viridis],Native
Crataegus [marshallii + viridis],Native
Crataegus {flava s.l.},Native
Crataegus ×abbreviata,Native
Crataegus ×amicalis,Native
Crataegus ×anamesa,Native
Crataegus ×antimina,Native
Crataegus ×antiplasta,Native
Crataegus ×atrorubens,Native
Crataegus ×brazoria,Native
Crataegus ×canescens,Native
Crataegus ×collicola,Native
Crataegus ×dallasiana,Native
Crataegus ×danielsii,Native
Crataegus ×delawarensis,Native
Crataegus ×disperma,Native
Crataegus ×dispessa,Native
Crataegus ×enucleata,Native
Crataegus ×fecunda,Native
Crataegus ×flava,Native
Crataegus ×harveyana,Native
Crataegus ×incaedua,Native
Crataegus ×keeslingii,Native
Crataegus ×lettermanii,Native
Crataegus ×levis,Native
Crataegus ×lucorum,Native
Crataegus ×mohrii,Native
Crataegus ×nitida,Native
Crataegus ×notha,Native
Crataegus ×oreophila,Native
Crataegus ×persimilis,Native
Crataegus ×poliophylla,Native
Crataegus ×rufula,Native
Crataegus ×sicca,Native
Crataegus ×spes-aestatum,Native
Crataegus ×stenosepala,Native
Crataegus ×sutherlandensis,Native
Crataegus ×thermopegaea,Native
Crataegus ×tripartita,Native
Crataegus ×vailiae,Native
Crataegus ×verruculosa,Native
Crataegus aemula,Native
Crataegus aestivalis,Native
Crataegus alabamensis,Native
Crataegus alleghaniensis,Native
Crataegus aprica,Native
Crataegus ashei,Native
Crataegus austromontana,Native
Crataegus beata,Native
Crataegus berberifolia,Native
Crataegus berberifolia var. berberifolia,Native
Crataegus berberifolia var. engelmannii,Native
Crataegus brachyacantha,Native
Crataegus brittonii,Native
Crataegus buckleyi,Native
Crataegus calpodendron,Native
Crataegus coccinea,Native
Crataegus coccinioides,Native
Crataegus collina,Native
Crataegus compacta,Native
Crataegus craytonii,Native
Crataegus crus-galli,Native
Crataegus crus-galli var. crus-galli,Native
Crataegus crus-galli var. pyracanthifolia,Native
Crataegus dispar,Native
Crataegus dodgei,Native
Crataegus florens,Native
Crataegus frugiferans,Native
Crataegus furtiva,Native
Crataegus harbisonii,Native
Crataegus holmesiana,Native
Crataegus ignava,Native
Crataegus incilis,Native
Crataegus intricata,Native
Crataegus intricata var. biltmoreana,Native
Crataegus intricata var. boyntonii,Native
Crataegus intricata var. fortunata,Native
Crataegus intricata var. intricata,Native
Crataegus intricata var. neobushii,Native
Crataegus intricata var. rubella,Native
Crataegus intricata var. straminea,Native
Crataegus iracunda,Native
Crataegus iracunda var. iracunda,Native
Crataegus iracunda var. populnea,Native
Crataegus jesupii,Native
Crataegus lacrimata,Native
Crataegus laevigata,Native
Crataegus lancei,Native
Crataegus lassa,Native
Crataegus lassa var. colonica,Native
Crataegus lassa var. integra,Native
Crataegus lassa var. lanata,Native
Crataegus lassa var. lassa,Native
