Name,Origin
Sagittaria rigida,Native
Sagittaria secundifolia,Native
Sagittaria spatulata,Native
Sagittaria subulata,Native
Sagittaria teres,Native
Sagittaria weatherbiana,Native
Salicaceae,mixed
Salicornia,mixed
Salicornia ambigua,Native
Salicornia bigelovii,Native
Salicornia rubra,Alien
Salicornia virginica,Native
Salix,mixed
Salix [humilis + occidentalis],Native
Salix ×fragilis,Alien
Salix ×pendulina,Alien
Salix ×sepulcralis,Alien
Salix alba,Alien
Salix amygdaloides,Native
Salix atrocinerea,Alien
Salix aurita,Alien
Salix babylonica,Alien
Salix bebbiana,Native
Salix candida,Native
Salix caprea,Alien
Salix caroliniana,Native
Salix cinerea,Alien
Salix cordata,Native
Salix discolor,Native
Salix elaeagnos,Alien
Salix eriocephala,Native
Salix exigua,Native
Salix exigua var. exigua,Native
Salix famelica,Native
Salix floridana,Native
Salix humilis,Native
Salix interior,Native
Salix lucida,Native
Salix myricoides,Native
Salix nigra,Native
Salix occidentalis,Native
Salix pedicellaris,Native
Salix petiolaris,Native
Salix purpurea,Alien
Salix sericea,Native
Salix serissima,Native
Salix thurberi,Native
Salix triandra,Alien
Salix viminalis,Alien
Salpichroa,Alien
Salpichroa origanifolia,Alien
Salsola,mixed
Salsola collina,Alien
Salsola kali,mixed
Salsola kali var. caroliniana,Native
Salsola kali var. kali,Alien
Salsola tragus,Alien
Salvia,mixed
Salvia [azurea + lyrata + urticifolia],Native
Salvia [azurea var. azurea + lyrata + urticifolia],Native
Salvia azurea,Native
Salvia azurea var. azurea,Native
Salvia azurea var. grandiflora,Native
Salvia ballotiflora,Native
Salvia chapmanii,Native
Salvia coccinea,Native
Salvia engelmannii,Native
Salvia farinacea,Native
Salvia greggii,Native
Salvia hispanica,Alien
Salvia lyrata,Native
Salvia micrantha,Native
Salvia micrantha var. blodgettii,Native
Salvia misella,Native
Salvia nemorosa,Alien
Salvia occidentalis,Native
Salvia officinalis,Alien
Salvia pallida,Alien
Salvia pentstemonoides,Native
Salvia pratensis,Alien
Salvia reflexa,Native
Salvia roemeriana,Native
Salvia rosmarinus,Alien
Salvia sclarea,Alien
Salvia serotina,Native
Salvia texana,Native
Salvia urticifolia,Native
Salvia verbenaca,Alien
Salvia verticillata,Alien
Salvinia,Alien
Salvinia minima,Alien
Salvinia molesta,Alien
Salviniaceae,mixed
Samanea,Alien
Samanea saman,Alien
Sambucus,mixed
Sambucus [canadensis + racemosa var. pubens],Native
Sambucus [canadensis + racemosa],Native
Sambucus canadensis,Native
Sambucus ebulus,Alien
Sambucus nigra,Alien
Sambucus racemosa,Native
Sambucus racemosa var. pubens,Native
Samolus,Native
Samolus ebracteatus,Native
Samolus ebracteatus var. alyssoides,Native
Samolus ebracteatus var. cuneatus,Native
Samolus ebracteatus var. ebracteatus,Native
Samolus parviflorus,Native
Sanguinaria,Native
Sanguinaria canadensis,Native
Sanguisorba,Native
Sanguisorba canadensis,Native
Sanicula,Native
Sanicula [canadensis + marilandica],Native
Sanicula [canadensis var. canadensis + canadensis var. grandis + marilandica],Native
Sanicula canadensis,Native
Sanicula canadensis var. canadensis,Native
Sanicula canadensis var. floridana,Native
Sanicula canadensis var. grandis,Native
Sanicula marilandica,Native
Sanicula odorata,Native
Sanicula smallii,Native
Sanicula trifoliata,Native
Santalaceae,mixed
Santalum,Alien
Santalum album,Alien
Santolina,Alien
Santolina chamaecyparissus,Alien
Sanvitalia,mixed
Sanvitalia angustifolia,Alien
Sanvitalia ocymoides,Native
Sanvitalia procumbens,Alien
Sapindaceae,mixed
Sapindus,Native
Sapindus [marginatus + saponaria],Native
Sapindus marginatus,Native
Sapindus saponaria,Native
Sapindus saponaria var. drummondii,Native
Sapindus saponaria var. saponaria,Native
Sapium,Alien
Sapium haematospermum,Alien
Saponaria,Alien
Saponaria ocymoides,Alien
Saponaria officinalis,Alien
Sapotaceae,mixed
Sarcocephalus,Alien
Sarcocephalus latifolius,Alien
Sarcomphalus,Native
Sarcomphalus obtusifolius,Native
Saribus,Alien
Saribus rotundifolius,Alien
Sarracenia,Native
Sarracenia alabamensis,Native
Sarracenia alabamensis ssp. alabamensis,Native
Sarracenia alabamensis ssp. wherryi,Native
Sarracenia alata,Native
Sarracenia flava,Native
Sarracenia jonesii,Native
Sarracenia leucophylla,Native
Sarracenia minor,Native
Sarracenia minor var. minor,Native
Sarracenia minor var. okefenokeensis,Native
Sarracenia oreophila,Native
Sarracenia psittacina,Native
Sarracenia purpurea,Native
Sarracenia purpurea var. montana,Native
Sarracenia purpurea var. purpurea,Native
Sarracenia purpurea var. venosa,Native
Sarracenia rosea,Native
Sarracenia rubra,Native
Sarracenia rubra ssp. gulfensis,Native
Sarracenia rubra ssp. rubra,Native
Sarracenia rubra ssp. viatorum,Native
Sarraceniaceae,Native
Sasa,Alien
Sasa palmata,Alien
Sassafras,Native
Sassafras albidum,Native
Satureja,Alien
Satureja hortensis,Alien
Saururaceae,mixed
Saururus,Native
Saururus cernuus,Native
Saxifraga,Alien
Saxifraga stolonifera,Alien
Saxifraga tridactylites,Alien
Saxifragaceae,mixed
Scabiosa,Alien
Scabiosa columbaria,Alien
Scaevola,mixed
Scaevola plumieri,Native
Scaevola taccada,Alien
Scandix,Alien
Scandix pecten-veneris,Alien
Sceptridium,Native
Sceptridium [biternatum + dissectum],Native
Sceptridium biternatum,Native
Sceptridium dissectum,Native
Sceptridium jenmanii,Native
Sceptridium lunarioides,Native
Sceptridium multifidum,Native
Sceptridium oneidense,Native
Schaefferia,Native
Schaefferia cuneifolia,Native
Schaefferia frutescens,Native
Schenkia,Alien
Schenkia spicata,Alien
Scheuchzeria,Native
Scheuchzeria palustris,Native
Scheuchzeria palustris var. americana,Native
Scheuchzeriaceae,Native
Schinus,Alien
Schinus molle,Alien
Schinus terebinthifolia,Alien
Schisandra,Native
Schisandra glabra,Native
Schisandraceae,Native
Schizachne,Native
Schizachne purpurascens,Native
Schizachyrium,Native
Schizachyrium [scoparium + stoloniferum],Native
Schizachyrium [scoparium var. divergens + scoparium var. scoparium + stoloniferum],Native
Schizachyrium [scoparium var. scoparium + stoloniferum],Native
Schizachyrium gracile,Native
Schizachyrium gracile var. gracile,Native
Schizachyrium hirtiflorum,Native
Schizachyrium littorale,Native
Schizachyrium maritimum,Native
Schizachyrium niveum,Native
Schizachyrium rhizomatum,Native
Schizachyrium scoparium,Native
Schizachyrium scoparium var. divergens,Native
Schizachyrium scoparium var. scoparium,Native
Schizachyrium sericatum,Native
Schizachyrium stoloniferum,Native
Schizachyrium tenerum,Native
Schizaea,Native
Schizaea pusilla,Native
Schizaeaceae,Native
Schkuhria,mixed
Schkuhria pinnata,mixed
Schoenocaulon,Native
Schoenocaulon dubium,Native
Schoenocaulon ghiesbreghtii,Native
Schoenocaulon texanum,Native
Schoenolirion,Native
Schoenolirion albiflorum,Native
Schoenolirion croceum,Native
Schoenolirion wrightii,Native
Schoenoplectiella,mixed
Schoenoplectiella erecta,Native
Schoenoplectiella erecta ssp. raynalii,Native
Schoenoplectiella hallii,Native
Schoenoplectiella mucronata,Alien
Schoenoplectiella purshiana,Native
Schoenoplectiella purshiana var. purshiana,Native
Schoenoplectiella purshiana var. williamsii,Native
Schoenoplectiella saximontana,Native
Schoenoplectiella smithii,Native
Schoenoplectiella smithii var. leviseta,Native
Schoenoplectiella smithii var. setosa,Native
Schoenoplectiella smithii var. smithii,Native
Schoenoplectus,Native
Schoenoplectus acutus,Native
Schoenoplectus acutus var. acutus,Native
Schoenoplectus americanus,Native
Schoenoplectus californicus,Native
Schoenoplectus deltarum,Native
Schoenoplectus etuberculatus,Native
Schoenoplectus heterochaetus,Native
Schoenoplectus lacustris,Native
Schoenoplectus pungens,Native
Schoenoplectus pungens var. longispicatus,Native
Schoenoplectus pungens var. pungens,Native
Schoenoplectus subterminalis,Native
Schoenoplectus tabernaemontani,Native
Schoenoplectus torreyi,Native
Schoenus,Native
Schoenus nigricans,Native
Schoepfia,Native
Schoepfia schreberi,Native
Schoepfiaceae,Native
Schwalbea,Native
Schwalbea americana,Native
Scilla,Alien
Scilla amoena,Alien
Scilla hyacinthoides,Alien
Scilla siberica,Alien
Scirpoides,Alien
Scirpoides holoschoenus,Alien
Scirpus,Native
Scirpus [atrovirens + georgianus + hattorianus],Native
Scirpus [atrovirens + georgianus],Native
Scirpus [lineatus + pendulus],Native
Scirpus ancistrochaetus,Native
Scirpus atrocinctus,Native
Scirpus atrovirens,Native
Scirpus cyperinus,Native
Scirpus divaricatus,Native
Scirpus expansus,Native
Scirpus flaccidifolius,Native
Scirpus georgianus,Native
Scirpus hattorianus,Native
Scirpus lineatus,Native
Scirpus longii,Native
Scirpus microcarpus,Native
Scirpus pallidus,Native
Scirpus pedicellatus,Native
Scirpus pendulus,Native
Scirpus polyphyllus,Native
Scleranthus,Alien
Scleranthus annuus,Alien
Scleranthus annuus ssp. annuus,Alien
Scleria,mixed
Scleria [ciliata + minor + pauciflora],Native
Scleria [ciliata var. glabra + minor + pauciflora var. pauciflora],Native
Scleria [flaccida + nitida + triglomerata],Native
Scleria [flaccida + nitida],Native
Scleria [muehlenbergii + reticularis],Native
Scleria [nitida + triglomerata],Native
Scleria baldwinii,Native
Scleria bellii,Native
Scleria ciliata,Native
Scleria ciliata var. ciliata,Native
Scleria ciliata var. elliottii,Native
Scleria ciliata var. glabra,Native
Scleria distans,Native
Scleria distans var. distans,Native
Scleria eggersiana,Native
Scleria flaccida,Native
Scleria gaertneri,Alien
Scleria georgiana,Native
Scleria lacustris,Uncertain
Scleria lithosperma,Native
Scleria lithosperma var. lithosperma,Native
Scleria microcarpa,Uncertain
Scleria minor,Native
Scleria muehlenbergii,Native
Scleria nitida,Native
Scleria oligantha,Native
Scleria pauciflora,Native
Scleria pauciflora var. caroliniana,Native
Scleria pauciflora var. pauciflora,Native
Scleria reticularis,Native
Scleria triglomerata,Native
Scleria verticillata,Native
Sclerocarpus,Native
Sclerocarpus uniserialis,Native
Sclerocarpus uniserialis var. austrotexanus,Native
Sclerocarpus uniserialis var. uniserialis,Native
Sclerochloa,Alien
Sclerochloa dura,Alien
Sclerolepis,Native
Sclerolepis uniflora,Native
Scolymus,Alien
Scolymus hispanicus,Alien
Scolymus maculatus,Alien
Scoparia,mixed
Scoparia dulcis,Native
Scoparia montevidensis,Alien
Scoparia montevidensis var. glandulifera,Alien
Scorpiurus,Alien
Scorpiurus muricatus,Alien
Scorzoneroides,Alien
Scorzoneroides autumnalis,Alien
Scorzoneroides autumnalis ssp. autumnalis,Alien
Scrophularia,mixed
Scrophularia auriculata,Alien
Scrophularia canina,Alien
Scrophularia lanceolata,Native
Scrophularia marilandica,Native
Scrophularia nodosa,Alien
Scrophulariaceae,mixed
Scutellaria,mixed
Scutellaria [australis + parvula],Native
Scutellaria alabamensis,Native
Scutellaria altamaha,Native
Scutellaria arenicola,Native
Scutellaria australis,Native
Scutellaria bushii,Native
Scutellaria cardiophylla,Native
Scutellaria drummondii,Native
Scutellaria drummondii var. drummondii,Native
Scutellaria drummondii var. edwardsiana,Native
Scutellaria drummondii var. runyonii,Native
Scutellaria elliptica,Native
Scutellaria elliptica var. elliptica,Native
Scutellaria elliptica var. glandulosa,Native
Scutellaria elliptica var. hirsuta,Native
Scutellaria floridana,Native
Scutellaria galericulata,Native
Scutellaria glabriuscula,Native
Scutellaria havanensis,Native
Scutellaria incana,Native
Scutellaria incana var. australis,Native
Scutellaria incana var. incana,Native
Scutellaria incana var. punctata,Native
Scutellaria integrifolia,Native
Scutellaria lateriflora,Native
Scutellaria leonardii,Native
Scutellaria mellichampii,Native
Scutellaria montana,Native
Scutellaria multiglandulosa,Native
Scutellaria muriculata,Native
Scutellaria nervosa,Native
Scutellaria ocmulgee,Native
Scutellaria ovata,Native
Scutellaria ovata var. bracteata,Native
Scutellaria ovata var. ovata,Native
Scutellaria ovata var. rugosa,Native
Scutellaria parvula,Native
Scutellaria pseudoserrata,Native
Scutellaria racemosa,Alien
Scutellaria resinosa,Native
Scutellaria saxatilis,Native
Scutellaria serrata,Native
Scutellaria thieretii,Native
Scutellaria wrightii,Native
Secale,Alien
Secale cereale,Alien
Sechium,Alien
Sechium edule,Alien
Securigera,Alien
Securigera cretica,Alien
Securigera varia,Alien
Sedum,mixed
Sedum acre,Alien
Sedum album,Alien
Sedum diffusum,Alien
Sedum emarginatum,Alien
Sedum glaucophyllum,Native
Sedum hispanicum,Alien
Sedum lineare,Alien
Sedum mexicanum,Alien
Sedum nevii,Native
Sedum nuttallii,Native
Sedum pulchellum,Native
Sedum pusillum,Native
Sedum sarmentosum,Alien
Sedum sexangulare,Alien
Sedum ternatum,Native
Selaginellaceae,mixed
Selenia,Native
Selenia aurea,Native
Selenia grandis,Native
Selenicereus,mixed
Selenicereus grandiflorus,Alien
Selenicereus pteranthus,Alien
Selenicereus spinulosus,Native
Selenicereus undatus,Alien
Sempervivum,Alien
Sempervivum tectorum,Alien
Senecio,mixed
Senecio ampullaceus,Native
Senecio brasiliensis,Alien
Senecio brasiliensis var. tripartitus,Alien
Senecio quaylei,Native
Senecio riddellii,Native
Senecio sylvaticus,Alien
Senecio viscosus,Alien
Senecio vulgaris,Alien
Senegalia,mixed
Senegalia berlandieri,Native
Senegalia greggii,Native
Senegalia pennata,Alien
Senegalia pennata ssp. insuavis,Alien
Senegalia roemeriana,Native
Senegalia wrightii,Native
Senna,mixed
Senna alata,Alien
Senna angustisiliqua,Alien
Senna atomaria,Alien
Senna bauhinioides,Native
Senna bicapsularis,Alien
Senna chapmanii,Native
Senna corymbosa,Alien
Senna durangensis,Native
Senna durangensis var. iselyi,Native
Senna hebecarpa,Native
Senna italica,Alien
Senna ligustrina,Native
Senna lindheimeriana,Native
Senna marilandica,Native
Senna obtusifolia,Alien
Senna occidentalis,Alien
Senna pendula,Alien
Senna pendula var. advena,Alien
Senna pendula var. glabrata,Alien
Senna pumilio,Native
Senna roemeriana,Native
Senna septemtrionalis,Alien
Senna siamea,Alien
Senna species 1,Native
Senna spectabilis,Alien
Senna spectabilis var. spectabilis,Alien
Senna surattensis,Alien
Serenoa,Native
Serenoa repens,Native
Sericocarpus,Native
Sericocarpus [asteroides + caespitosus],Native
Sericocarpus asteroides,Native
Sericocarpus caespitosus,Native
Sericocarpus linifolius,Native
Sericocarpus tortifolius,Native
Serjania,Native
Serjania brachycarpa,Native
Serjania incisa,Native
Serpocaulon,Native
Serpocaulon triseriale,Native
Sesamum,Alien
Sesamum indicum,Alien
Sesamum indicum ssp. indicum,Alien
Sesbania,mixed
Sesbania drummondii,Native
Sesbania grandiflora,Alien
Sesbania herbacea,Native
Sesbania punicea,Alien
Sesbania sericea,Alien
Sesbania vesicaria,Native
Sesbania virgata,Alien
Seseli,Alien
Seseli libanotis,Alien
Sesuvium,mixed
Sesuvium crithmoides,Alien
Sesuvium humifusum,Mixed
Sesuvium maritimum,Native
Sesuvium portulacastrum,Native
Sesuvium trianthemoides,Native
Sesuvium verrucosum,Native
Setaria,mixed
Setaria adhaerens,Alien
Setaria barbata,Alien
Setaria chapmanii,Native
Setaria corrugata,Native
Setaria faberi,Alien
Setaria firmula,Native
Setaria grisebachii,Native
Setaria italica,Alien
Setaria leucopila,Native
Setaria macrosperma,Native
Setaria macrostachya,Native
Setaria magna,Native
Setaria megaphylla,Alien
Setaria pallide-fusca,Alien
Setaria palmifolia,Alien
Setaria parviflora,Native
Setaria pumila,Alien
Setaria ramiseta,Native
Setaria rariflora,Alien
Setaria reverchonii,Native
Setaria scheelei,Native
Setaria setosa,Alien
Setaria sphacelata,Alien
Setaria texana,Native
Setaria verticillata,Alien
Setaria verticilliformis,Alien
Setaria villosissima,Native
Setaria viridis,Alien
Setaria viridis var. major,Alien
Setaria viridis var. viridis,Alien
Seymeria,Native
Seymeria cassioides,Native
Seymeria pectinata,Native
Seymeria pectinata ssp. pectinata,Native
Seymeria pectinata ssp. peninsularis,Native
Seymeria texana,Native
Shepherdia,Native
Shepherdia canadensis,Native
Shortia,Native
Shortia [brevistyla + galacifolia],Native
Shortia brevistyla,Native
Shortia galacifolia,Native
Sibbaldiopsis,Native
Sibbaldiopsis tridentata,Native
Sicyos,Native
Sicyos angulatus,Native
Sida,mixed
Sida abutilifolia,Native
Sida antillensis,Uncertain
Sida ciliaris,Native
Sida cordata,Alien
Sida cordifolia,Alien
Sida elliottii,Native
Sida elliottii var. elliottii,Native
Sida elliottii var. parviflora,Native
Sida glabra,Alien
Sida lindheimeri,Native
Sida linifolia,Alien
Sida littoralis,Native
Sida planicaulis,Alien
Sida rhombifolia,Mixed
Sida rhombifolia var. rhombifolia,Mixed
Sida rubromarginata,Native
Sida santaremensis,Alien
Sida spinosa,Native
Sida tragiifolia,Native
Sida ulmifolia,Native
Sidastrum,Native
Sidastrum paniculatum,Native
Sideritis,Alien
Sideritis montana,Alien
Sideritis romana,Alien
Sideroxylon,Native
Sideroxylon [reclinatum ssp. reclinatum + rufohirtum],Native
Sideroxylon alachuense,Native
Sideroxylon celastrinum,Native
Sideroxylon foetidissimum,Native
Sideroxylon lanuginosum,Native
Sideroxylon lanuginosum ssp. albicans,Native
Sideroxylon lanuginosum ssp. lanuginosum,Native
Sideroxylon lanuginosum ssp. rigidum,Native
Sideroxylon lycioides,Native
Sideroxylon macrocarpum,Native
Sideroxylon reclinatum,Native
Sideroxylon reclinatum ssp. austrofloridense,Native
Sideroxylon reclinatum ssp. reclinatum,Native
Sideroxylon rufohirtum,Native
Sideroxylon salicifolium,Native
Sideroxylon tenax,Native
Sideroxylon thornei,Native
Sidneya,Native
Sidneya tenuifolia,Native
Sigesbeckia,Alien
Sigesbeckia orientalis,Alien
Sigmoidotropis,Alien
Sigmoidotropis antillana,Alien
Sigmoidotropis speciosa,Alien
Silene,mixed
Silene antirrhina,Native
Silene banksia,Alien
Silene caroliniana,Native
Silene caroliniana var. caroliniana,Native
Silene caroliniana var. pensylvanica,Native
Silene caroliniana var. wherryi,Native
Silene catesbyi,Native
Silene chalcedonica,Alien
Silene conica,Alien
Silene conica ssp. conica,Alien
Silene conoidea,Alien
Silene coronaria,Alien
Silene csereii,Alien
Silene dichotoma,Alien
Silene dichotoma ssp. dichotoma,Alien
Silene dioica,Alien
Silene flos-cuculi,Alien
Silene flos-cuculi ssp. flos-cuculi,Alien
Silene gallica,Alien
Silene latifolia,Alien
Silene nivea,Native
Silene noctiflora,Alien
Silene ovata,Native
Silene regia,Native
Silene rotundifolia,Native
Silene stellata,Native
Silene subciliata,Native
Silene virginica,Native
Silene virginica var. robusta,Native
Silene virginica var. virginica,Native
Silene viscaria,Alien
Silene vulgaris,Alien
Silphium,Native
Silphium [asteriscus + dentatum + simpsonii],Native
Silphium [asteriscus + dentatum],Native
Silphium [asteriscus var. asteriscus + asteriscus var. latifolium + asteriscus var. trifoliatum + dentatum],Native
Silphium [asteriscus var. asteriscus + dentatum + simpsonii],Native
Silphium [asteriscus var. latifolium + asteriscus var. trifoliatum + dentatum + simpsonii],Native
Silphium [asteriscus var. latifolium + asteriscus var. trifoliatum + dentatum],Native
Silphium [compositum + reniforme],Native
Silphium [compositum var. compositum + reniforme],Native
Silphium albiflorum,Native
Silphium asperrimum,Native
Silphium asteriscus,Native
Silphium asteriscus var. asteriscus,Native
Silphium asteriscus var. latifolium,Native
Silphium asteriscus var. trifoliatum,Native
Silphium brachiatum,Native
Silphium compositum,Native
Silphium compositum var. compositum,Native
Silphium compositum var. ovatifolium,Native
Silphium compositum var. venosum,Native
Silphium confertifolium,Native
Silphium connatum,Native
Silphium dentatum,Native
Silphium glutinosum,Native
Silphium gracile,Native
Silphium integrifolium,Native
Silphium integrifolium var. gattingeri,Native
Silphium integrifolium var. integrifolium,Native
Silphium laciniatum,Native
Silphium mohrii,Native
Silphium perfoliatum,Native
Silphium perplexum,Native
Silphium pinnatifidum,Native
Silphium radula,Native
Silphium reniforme,Native
Silphium simpsonii,Native
Silphium speciosum,Native
Silphium terebinthinaceum,Native
Silphium wasiotense,Native
Silybum,Alien
Silybum marianum,Alien
Simarouba,Native
Simarouba glauca,Native
Simarouba glauca var. latifolia,Native
Simaroubaceae,mixed
Simsia,Native
Simsia calva,Native
Simsia lagasceiformis,Native
Sinapis,Alien
Sinapis alba,Alien
Sinapis alba ssp. alba,Alien
Sisymbrium,Alien
Sisymbrium altissimum,Alien
Sisymbrium irio,Alien
Sisymbrium loeselii,Alien
Sisymbrium officinale,Alien
Sisymbrium orientale,Alien
Sisymbrium polyceratium,Alien
Sisymbrium turczaninowii,Alien
Sisyrinchium,Native
Sisyrinchium [angustifolium + nashii],Native
Sisyrinchium [fuscatum + rufipes],Native
Sisyrinchium albidum,Native
Sisyrinchium angustifolium,Native
Sisyrinchium arenicola,Native
Sisyrinchium atlanticum,Native
Sisyrinchium biforme,Native
Sisyrinchium calciphilum,Native
Sisyrinchium campestre,Native
Sisyrinchium capillare,Native
Sisyrinchium corymbosum,Native
Sisyrinchium dichotomum,Native
Sisyrinchium elizabethiae,Native
Sisyrinchium ensigerum,Native
Sisyrinchium fuscatum,Native
Sisyrinchium helleri,Native
Sisyrinchium langloisii,Native
Sisyrinchium miamiense,Native
Sisyrinchium minus,Native
Sisyrinchium montanum,Native
Sisyrinchium montanum var. crebrum,Native
Sisyrinchium montanum var. montanum,Native
Sisyrinchium mucronatum,Native
Sisyrinchium myrioflorum,Native
Sisyrinchium nashii,Native
Sisyrinchium pruinosum,Native
Sisyrinchium rosulatum,Native
Sisyrinchium rufipes,Native
Sisyrinchium sagittiferum,Native
Sisyrinchium species 1 [Buck Creek],Native
Sisyrinchium species 2 [chalk],Native
Sisyrinchium species 3,Native
Sisyrinchium texanum,Native
Sisyrinchium varians,Native
Sisyrinchium xerophyllum,Native
Sitobolium,Native
Sitobolium punctilobulum,Native
Sium,Native
Sium suave,Native
Sixalix,Alien
Sixalix atropurpurea,Alien
Smallanthus,Native
Smallanthus uvedalia,Native
Smilacaceae,Native
Smilax,Native
Smilax [herbacea + pseudochina + pulverulenta],Native
Smilax [herbacea + pseudochina],Native
Smilax [herbacea + pulverulenta],Native
Smilax auriculata,Native
Smilax biltmoreana,Native
Smilax bona-nox,Native
Smilax bona-nox var. bona-nox,Native
Smilax bona-nox var. littoralis,Native
Smilax ecirrata,Native
Smilax glauca,Native
Smilax havanensis,Native
Smilax herbacea,Native
Smilax hispida,Native
Smilax hispida var. australis,Native
Smilax hispida var. hispida,Native
Smilax hugeri,Native
Smilax illinoensis,Native
Smilax lasioneura,Native
Smilax laurifolia,Native
Smilax leptanthera,Native
Smilax pseudochina,Native
Smilax pulverulenta,Native
Smilax pumila,Native
Smilax rotundifolia,Native
Smilax smallii,Native
Smilax walteri,Native
Smyrnium,Alien
Smyrnium perfoliatum,Alien
Solanaceae,mixed
Solandra,Alien
Solandra grandiflora,Alien
Solanum,mixed
Solanum adscendens,Alien
Solanum americanum,Native
Solanum bahamense,Native
Solanum campechiense,Native
Solanum candidum,Alien
Solanum capsicoides,Native
Solanum carolinense,Native
Solanum carolinense var. carolinense,Native
Solanum carolinense var. floridanum,Native
Solanum chenopodioides,Alien
Solanum citrullifolium,Alien
Solanum citrullifolium var. citrullifolium,Alien
Solanum dimidiatum,Native
Solanum diphyllum,Alien
Solanum donianum,Native
Solanum douglasii,Native
Solanum dulcamara,Alien
Solanum elaeagnifolium,Native
Solanum emulans,Native
Solanum erianthum,Native
Solanum glaucophyllum,Alien
Solanum interius,Native
Solanum jamaicense,Alien
Solanum lycopersicum,Alien
Solanum mauritianum,Alien
Solanum melongena,Alien
Solanum nigrescens,Alien
Solanum nigrum,Alien
Solanum nitidibaccatum,Alien
Solanum perplexum,Native
Solanum pseudocapsicum,Alien
Solanum pseudogracile,Native
Solanum pumilum,Native
Solanum rostratum,Native
Solanum sarrachoides,Alien
Solanum scabrum,Alien
Solanum seaforthianum,Alien
Solanum sisymbriifolium,Alien
Solanum tampicense,Alien
Solanum torvum,Alien
Solanum triflorum,Alien
Solanum triquetrum,Native
Solanum tuberosum,Alien
Solanum umbellatum,Uncertain
Solanum viarum,Alien
Solanum villosum,Alien
Solanum virginianum,Alien
Solenostemon,Alien
Solenostemon scutellarioides,Alien
Solidago,Native
Solidago [aestivalis + rugosa var. aspera + rugosa var. celtidifolia + rugosa var. rugosa],Native
Solidago [aestivalis + rugosa var. aspera + rugosa var. celtidifolia],Native
Solidago [aestivalis + rugosa var. aspera + rugosa var. cronquistiana + rugosa var. rugosa],Native
Solidago [aestivalis + rugosa],Native
Solidago [altissima + canadensis],Native
Solidago [altissima var. altissima + altissima var. pluricephala + canadensis var. hargeri],Native
Solidago [arguta + boottii + vaseyi],Native
Solidago [arguta + vaseyi],Native
Solidago [austrina + gracillima + virgata],Native
Solidago [austrina + gracillima],Native
Solidago [boottii + vaseyi],Native
Solidago [caesia + flaccidifolia],Native
Solidago [caesia + zedia],Native
Solidago [chapmanii + odora],Native
Solidago [curtisii + flaccidifolia],Native
Solidago [gracillima + pulchra + virgata],Native
Solidago [mexicana + sempervirens],Native
Solidago [patula + salicina],Native
Solidago [puberula + pulverulenta],Native
Solidago [pulchra + virgata],Native
Solidago [racemosa + randii],Native
Solidago aestivalis,Native
Solidago albopilosa,Native
Solidago altiplanities,Native
Solidago altissima,Native
Solidago altissima var. altissima,Native
Solidago altissima var. gilvocanescens,Native
Solidago altissima var. pluricephala,Native
Solidago arenicola,Native
Solidago arguta,Native
Solidago auriculata,Native
Solidago austrina,Native
Solidago austrocaroliniana,Native
Solidago bicolor,Native
Solidago boottii,Native
Solidago brachyphylla,Native
Solidago buckleyi,Native
Solidago caesia,Native
Solidago canadensis,Native
Solidago canadensis var. canadensis,Native
Solidago canadensis var. hargeri,Native
Solidago canescens,Native
Solidago chapmanii,Native
Solidago chrysopsis,Native
Solidago curtisii,Native
Solidago delicatula,Native
Solidago discoidea,Native
Solidago dispersa,Native
Solidago drummondii,Native
Solidago erecta,Native
Solidago faucibus,Native
Solidago fistulosa,Native
Solidago flaccidifolia,Native
Solidago flexicaulis,Native
Solidago gattingeri,Native
Solidago georgiana,Native
Solidago gigantea,Native
Solidago glomerata,Native
Solidago gracillima,Native
Solidago harrisii,Native
Solidago hispida,Native
Solidago hispida var. hispida,Native
Solidago jacksonii,Native
Solidago juncea,Native
Solidago kralii,Native
Solidago lancifolia,Native
Solidago latissimifolia,Native
Solidago leavenworthii,Native
Solidago mexicana,Native
Solidago missouriensis,Native
Solidago missouriensis var. fasciculata,Native
Solidago mollis,Native
Solidago nemoralis,Native
Solidago nemoralis var. longipetiolata,Native
Solidago nemoralis var. nemoralis,Native
Solidago nitida,Native
Solidago odora,Native
Solidago ohioensis,Native
Solidago ouachitensis,Native
Solidago pallescens,Native
Solidago patula,Native
Solidago petiolaris,Native
Solidago petiolaris var. angusta,Native
Solidago petiolaris var. petiolaris,Native
Solidago petiolaris var. wardii,Native
Solidago pinetorum,Native
Solidago plumosa,Native
Solidago porteri,Native
Solidago ptarmicoides,Native
Solidago puberula,Native
Solidago pulchra,Native
Solidago pulverulenta,Native
Solidago racemosa,Native
Solidago radula,Native
Solidago randii,Native
Solidago riddellii,Native
Solidago rigida,Native
Solidago rigidiuscula,Native
Solidago roanensis,Native
Solidago rugosa,Native
Solidago rugosa var. aspera,Native
Solidago rugosa var. celtidifolia,Native
Solidago rugosa var. cronquistiana,Native
Solidago rugosa var. rugosa,Native
Solidago rupestris,Native
Solidago salicina,Native
Solidago sempervirens,Native
Solidago shortii,Native
Solidago simulans,Native
Solidago species 1,Native
Solidago speciosa,Native
Solidago sphacelata,Native
Solidago spithamaea,Native
Solidago squarrosa,Native
Solidago stricta,Native
Solidago tarda,Native
Solidago tortifolia,Native
Solidago uliginosa,Native
Solidago uliginosa var. linoides,Native
Solidago uliginosa var. uliginosa,Native
